amount,transaction_type,location,device_id,transaction_hour,previous_transactions,is_new_device,is_international,fraud
16196.83,WITHDRAWAL,Nashik,DEVICE008,13,2,0,0,0
5203.32,WITHDRAWAL,Dhule,DEVICE008,1,21,1,0,0
34033.29,DEPOSIT,Kolkata,DEVICE008,9,20,1,0,1
5914.87,WITHDRAWAL,Kolkata,DEVICE001,0,6,0,0,0
15436.16,PAYMENT,Hyderabad,DEVICE008,18,16,0,1,0
13851.2,TRANSFER,Kolkata,DEVICE006,16,4,1,0,0
5981.9,WITHDRAWAL,Delhi,DEVICE005,11,3,0,1,0
31580.22,PAYMENT,Chennai,DEVICE004,22,24,0,0,0
1992.15,PAYMENT,Ahmedabad,DEVICE007,12,25,1,1,1
26687.85,WITHDRAWAL,Ahmedabad,DEVICE006,11,14,0,1,1
45324.45,WITHDRAWAL,Bangalore,DEVICE005,5,13,0,1,1
40961.76,PAYMENT,Dhule,DEVICE001,22,3,0,0,0
42466.24,TRANSFER,Mumbai,DEVICE008,17,15,0,0,0
45871.61,WITHDRAWAL,Bangalore,DEVICE007,14,15,0,0,0
46356.96,WITHDRAWAL,Hyderabad,DEVICE008,6,2,0,0,1
42398.07,PAYMENT,Kolkata,DEVICE008,14,10,0,0,1
13969.96,TRANSFER,Dhule,DEVICE006,17,1,0,0,0
41265.23,DEPOSIT,Nashik,DEVICE002,11,15,0,0,0
40747.06,WITHDRAWAL,Kolkata,DEVICE007,18,25,0,0,0
23998.06,TRANSFER,Mumbai,DEVICE006,13,19,0,0,0
10717.86,DEPOSIT,Mumbai,DEVICE004,23,5,0,0,0
49002.9,DEPOSIT,Delhi,DEVICE007,15,2,0,0,0
10260.98,DEPOSIT,Mumbai,DEVICE005,11,28,0,0,0
17950.36,DEPOSIT,Bangalore,DEVICE008,4,24,0,0,0
34067.05,PAYMENT,Chennai,DEVICE008,4,1,0,0,0
1838.88,DEPOSIT,Bangalore,DEVICE002,22,16,1,0,0
7128.86,TRANSFER,Chennai,DEVICE001,21,23,0,0,0
3788.82,WITHDRAWAL,Delhi,DEVICE005,8,20,1,0,1
28778.03,DEPOSIT,Bangalore,DEVICE004,2,28,1,1,0
36351.31,DEPOSIT,Mumbai,DEVICE002,17,21,0,1,1
49505.62,WITHDRAWAL,Hyderabad,DEVICE002,3,26,1,0,0
16803.4,WITHDRAWAL,Delhi,DEVICE001,20,17,0,1,0
25761.44,WITHDRAWAL,Chennai,DEVICE002,4,15,0,0,1
33426.53,WITHDRAWAL,Kolkata,DEVICE007,3,15,0,0,0
48808.88,TRANSFER,Hyderabad,DEVICE002,19,8,1,0,1
13423.69,DEPOSIT,Pune,DEVICE004,4,12,0,0,0
15830.59,PAYMENT,Pune,DEVICE005,10,9,0,1,1
25103.9,DEPOSIT,Pune,DEVICE003,23,19,0,1,0
3344.85,WITHDRAWAL,Kolkata,DEVICE006,15,19,0,0,0
33823.54,TRANSFER,Dhule,DEVICE003,14,0,0,0,0
15452.14,DEPOSIT,Bangalore,DEVICE001,16,29,0,1,0
27069.77,TRANSFER,Nashik,DEVICE004,15,26,1,0,1
13894.94,TRANSFER,Delhi,DEVICE002,11,3,0,0,0
11394.94,PAYMENT,Chennai,DEVICE002,17,1,0,0,0
